"","text","score","very.pos","very.neg"
"3334","@PNCBank_Help Simply not nice, and the supervisor today didn't show any sign of caring.  At least at @Chase I had someone who knew me.",1,0,0
"3335","@PNCBank_Help Hi KC, Gary at my local PNC, when I opened the account, promised no minimums.  That was changed without me being told by phone",1,0,0
"3336","@PNCBank_Help where's my debit card",0,0,0
"3337","@PNCBank_Help I did get it verified, but it took over 2 hours of hold time.",0,0,0
"3338","Really unpleasant experience w/ PNC Business Banking.  Getting charged fees on my free account.  Super disappointing @PNCBank_Help @PNCBank",0,0,0
"3339","@PNCBank_Help I DM'ed you BTW. Good luck. I look forward to having to explain the whole situation over again to a 3rd rep.",2,1,0
"3340",".@PNCBank_Help How many other people is this happening to?",0,0,0
"3341","@PNCBank_Help You can't solve it. You just can't. You are completely baffled. It's worrisome. I have two reps on it, neither one is of help.",-2,0,1
"3342","@PNCBank_Help I believe Latha at the Conshohocken branch needs to improve on her social skills. ""give me your ID????""",1,0,0
"3343","@PNCBank_Help no i didn't get through",0,0,0
"3344","@PNCBank_Help Virtual Wallet account",0,0,0
"3345","@PNCBank_Help Where on the website can I find my full account number and routing number?",0,0,0
"3346","@PNCBank_Help  I recently closed an acct but now need last couple of statements. Is there a way to get info thru online banking? Thx",0,0,0
"3347","@PNCBank_Help thanks!",0,0,0
"3348","@PNCBank_Help sounds good thank you for the help! Have a good day. <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>",3,1,0
"3349","@PNCBank_Help thank you!",1,0,0
"3350","@PNCBank_Help my debit card expires in january and I have not received a new one.  What should I do?",0,0,0
"3351","@PNCBank_Help if i deposit a personal check, how long does it take before the funds become available?",1,0,0
"3352","RT @mattlightcomedy: Was told I'd receive a phone call at 9 today to settle my @PNCBank_Help issue. No call because they don't wanna reimbu…",-1,0,0
"3353","@PNCBank_Help i can't open my online business account.olny show too me personal accounts",0,0,0
"3354","@PNCBank_Help This is my first time trying to update the email address online. I tried it a few times, to make sure no typos, but no luck",1,0,0
"3355","Was told I'd receive a phone call at 9 today to settle my @PNCBank_Help issue. No call because they don't wanna reimburse.",-1,0,0
"3356","@PNCBank_Help please fix your ATMs. I tried to make two deposits at separate locations today and both machines ate my money without return.",0,0,0
"3357","@PNCBank_Help what is the fee for a certified check or bank check?",0,0,0
"3358","@PNCBank_Help Yep, I found that. I’m on the way out. Thanks. First National has free business checking. FreeStyle Business Checking.",1,0,0
"3359","Are you joking @PNCBank_Help?! Separate sign-on and systems for banking and mortgage? #subpar #badbusiness",0,0,0
"3360","@PNCBank_Help Joshua Pieffer 4127287958 best time is noon thank you",2,1,0
"3361","@PNCBank_Help can I please get the routing number for PNC?",0,0,0
"3362","@PNCBank_Help A accountant discussed that it was accredited but it wasn't refunded don't know to close out account &amp; apply for a new one!",1,0,0
"3363","@PNCBank_Help Yes I'd been a victim of identity theft &amp; Fraud I filed a dispute that hasn't been accredit to account inconvenient!",-2,0,1
"3364","@PNCBank_Help thanks for helping!",1,0,0
"3365","@PNCBank_Help i did, will be waiting for the call",0,0,0
"3366","@EmLess12 @PNCBank_Help PNC is not a fun bank",1,0,0
"3367","@PNCBank_Help thank you.",1,0,0
"3368","@bweingard_ @PNCBank_Help someone changed my credentials and i cant get in. Its a big deal right now",1,0,0
"3369","@EmLess12 @PNCBank_Help it took them 3 weeks to help me when I wasnt getting my money so good luck",2,1,0
"3370","@PNCBank_Help im having issues with signing into my account. I need assistance asap",-1,0,0
"3371","Is there a specific line I need to contact to verify my card for Apple Pay? @PNCBank_Help",0,0,0
"3372","@PNCBank_Help Jan Simpson of Michigan deserves an award for customer support that I couldn't get talking to a customer service supervisor.",2,1,0
"3373","@PNCBank_Help  The branch fixed it. They were quite diligent but way too many transfers. It took 3 people and 1 hour to resolve.",1,0,0
"3374","My bank account doesn't have 100k in it. Do you think you could fix this for me? @PNCBank_Help",0,0,0
"3375","@PNCBank_Help Can someone please call me? Tried contacting customer service &amp; can't get through. Fees charged to my account not sure why.",0,0,0
"3376","@PNCBank_Help they said there was no money in my account which I'm pretty sure there is money in there, what seems to be the issue?",0,0,0
"3377","@PNCBank_Help there seems to be a problem with my account, yesterday I made a purchase and it worked but today I tried making another and",0,0,0
"3378","@PNCBank_Help what's your phone number?",0,0,0
"3379","@PNCBank_Help your Customer Care team is amazing. I'm excited to switch to having you as my primary bank",2,1,0
"3380","@PNCBank_Help loss prevention called me yesterday concerning my account. What's up?",-1,0,0
"3381","@PNCBank_Help I need to get my pnc money out and into a different bank immediately due to buying a house. Nobody is helping.",1,0,0
"3382","@PNCBank_Help i would like to provide info for when i am traveling so i can use my debit card without issue",0,0,0
"3383","@PNCBank_Help I have Performance Checking and Virtual Wallet. Does my ""reserve"" money count towards my daily average minimum to avoid fees?",0,0,0
"3384","@ShereeBonita you mean @PNCBank and/or @PNCBank_Help",0,0,0
"3385","@PNCBank_Help beckyfitz1 I'm not available to speak on the phone right now. There was also a $15 fee from pnc that idk why I was charged thx",2,1,0
"3386","@PNCBank_Help I'm on a Mac. I've always been able to click that button but now I can't find any calendar option. I've tried on diff comps",0,0,0
"3387","@PNCBank_Help  I have been in a branch for an hour trying to activate my Apple Pay. PNC doesn't appear to be ready for the new technology",1,0,0
"3388","@PNCBank_Help I closed my Ck Acct with PNC in 2012.  Is it possible to get a copy of my last statement and images of check deposits.",0,0,0
"3389","@PNCBank_Help I'm trying to activate my debit card online but the service keeps asking me for the 6 digits on my debit card.Which one is it?",0,0,0
"3390","@PNCBank_Help How much of a deposit do I need to open a new standard checking account?",0,0,0
"3391","@PNCBank_Help I need to make an overseas fund transfer. Is there a fee and can I do it online?",0,0,0
"3392","@AskCapitalOne need ya",0,0,0
"3393","@askcapitalone Does Capital One waive annual credit card fees for active duty military?",0,0,0
"3394","@AskCapitalOne it's not anything I would be inclined to tweet out since its concerning a private acct",0,0,0
"3395","@AskCapitalOne I opened the card before college - want to keep up with it to help grow my credit, but can't locate the card.",0,0,0
"3396","@AskCapitalOne Discovered a C1 cc on my credit history, but it doesn't come up as a choice on the automated line.  How do I find it??",0,0,0
"3397","@AskCapitalOne idk fam ur capital one u should know smh",0,0,0
"3398","RT @AskCapitalOne: @81Barnhardt Can you let us know what number these calls are coming from? ^JD",0,0,0
"3399","@AskCapitalOne I need assitance regarding my account.",0,0,0
"3400","@AskCapitalOne thanks but I have tried to update it there, having issues ...",-1,0,0
"3401","@AskCapitalOne like rs ""hi this is Ray from capital one."" Excuse me no thank u",1,0,0
"3402","@AskCapitalOne tell Ray to stop calling",0,0,0
"3403","RT @AskCapitalOne: @81Barnhardt Hey. This isn't the experience we want u to have, &amp; we would like to look into this for u. Pls Follow/DM us…",1,0,0
"3404","@AskCapitalOne bruh you gone follow back <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>",0,0,0
"3405","@AskCapitalOne you gotta follow back so I can DM you",0,0,0
"3406","@AskCapitalOne I need to cancel a transaction I didn't approve of<ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>",1,0,0
"3407","@AskCapitalOne Funny if I put my enemies on my credit cards as auth users, default, then ""I"" had to remove them.  ;)",-2,0,1
"3408","@AskCapitalOne I will have her do that, she will be requesting a letter from you becuz Equifax now requires letter",0,0,0
"3409","@AskCapitalOne Again, she already was on for 41 minutes, you stated since auth user, she can't get off acct, correct?",1,0,0
"3410","@AskCapitalOne any thoughts on integrating Touch ID with your iOS app?",0,0,0
"3411","@AskCapitalOne What do you want her to do on your FB business page?",0,0,0
"3412","@AskCapitalOne She'll have to go to Facebook, again, she is an auth use but has no CARD. Therefore, no good # to call?",1,0,0
"3413","@AskCapitalOne she's not on Twitter can you please send direct phone #",0,0,0
"3414","@AskCapitalOne Why didn't CS tell my client that after she was on the phone for 41 minutes?",0,0,0
"3415","@AskCapitalOne Thanks for the link however I already looked through all the FAQs and didn't find the answer, that's why I tweeted you :-).",0,0,0
"3416","@AskCapitalOne my credit card expired. How do I order a replacement card?",-1,0,0
"3417","RT @AskCapitalOne: @Daven_prt Hi Nick. If you aren't happy with the change in your credit line we can see about decreasing it. Just let us …",1,0,0
"3418","@AskCapitalOne why did you guys increase my credit line so much don't you know I'm bad with money",-1,0,0
"3419","@AskCapitalOne I already called to request a new one. I'm just frustrated that now I only have 60 days left to get my spending bonus reward.",1,0,0
"3420","@AskCapitalOne can you assist me with my acct? I paid the balance, and I got an interest charge.",0,0,0
"3421","@AskCapitalOne credit card. I haven't signed a credit agreement yet either?",0,0,0
"3422","@AskCapitalOne thanks the email said I would receive the log on details before the card?",0,0,0
"3423","@AskCapitalOne how long does it take to receive account log in details after being accepted?",0,0,0
"3424","@AskCapitalOne well I'm tryin to figure out how to add my new card to my capital one app",1,0,0
"3425","@AskCapitalOne 3 year anniversary of doing business together!  Thank You!",1,0,0
"3426","@AskCapitalOne Sure, hopefully you'll get the job done, as calling didn't stop it, nor did CapitalOne UK calling to get it stopped either.",0,0,0
"3427","@AskCapitalOne Yup. Done.",0,0,0
"3428","@AskCapitalOne Any chance you'll add an opt-out in your emails for people who are getting confidential email due to 'mistakes'?",-1,0,0
"3429","RT @AskCapitalOne: Good Morning! We are here and ready to help. Tweet us if you need us! ^BT",2,1,0
"3430","@AskCapitalOne I need help send my se money <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>",0,0,0
"3431","RT @AskCapitalOne: Good Morning! We are here and ready to help. Tweet us if you need us! ^BT",2,1,0
"3432","@sweetchicken71 @AskCapitalOne I noticed same thing Jan 1 on Windows XP &amp; Internet Explorer 8. https://t.co/UW3wYjbK0c Seems to work today",1,0,0
"3433","@AskCapitalOne Why should I follow you to have you stop harassing me and fill my mail with trash. Put the email address in tweet to stop it",-1,0,0
"3434","@AskCapitalOne Really?! Thank you!! I'll be sure to check it out! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",1,0,0
"3435","@AskCapitalOne I nvr understood what's Capital One 360 but my business account is still with Capital One. Don't believe I'll fully switch.",0,0,0
"3436","RT @AskCapitalOne: @SexyMeetsClassy (2 of 2)Capital One 360 every Fashionista dream,  banking without having to go to a branch. #bestwishes…",0,0,0
"3437","@AskCapitalOne Thanks a lot. We're good. Great customer service! We're just more depressed that we eat at those place so much. ;-)",1,0,0
"3438","@AskCapitalOne can I make a payment to you guys using moneygram?",0,0,0
"3439","@AskCapitalOne my card was used in a hamptons restaurant, without my autorization, only one problem .i'm in brazil. http://t.co/zrFROgVZqt",-1,0,0
"3440","@AskCapitalOne Wondering why my acct balance changes when i haven't used it.",0,0,0
"3441","@AskCapitalOne Wondering why my acctbalance changes when i haven'tused it.",0,0,0
"3442","Trying 2 pay my $1K bad debt 2 @AskCapitalOne &amp; those dumb fuckers can't tell me where 2 send the $! ""Pls call back in 7-10 days,"" I'm told!",-3,0,1
"3443","In order to deposit a check in my daughter’s @USAA bank account I have to mail the check to them? Really? @AskCapitalOne here we come.",0,0,0
"3444","@AskCapitalOne @CapitalOneCA is totally #unreliable. Still haven't received urgent letter sent out day after Xmas! http://t.co/JzlyqWP8rx",-2,0,1
"3445","@AskCapitalOne a credit card",0,0,0
"3446","@AskCapitalOne You have awful service.Just called retail services and got zero help after spending 10 minutes in menus.Im cancelling my card",-1,0,0
"3447","@AskCapitalOne trying to pay through Western Union or money gram.",0,0,0
"3448","@AskCapitalOne country code?",0,0,0
"3449","@AskCapitalOne thank you",1,0,0
"3450","@AskCapitalOne I have two credit cards with you. The second one from just last week. The second one isn't showing on my online acct. Why?",0,0,0
"3451","@AskCapitalOne I Been Waiting Almost 2 Weeks Now For This Fee To Credit Back Into My Account! Rep I Said 3-5 Business Days! What's Going On?",0,0,0
"3452","@AskCapitalOne yup! mobile app is rockin and rollin",0,0,0
"3453","@AskCapitalOne safari...still not getting through",0,0,0
"3454","@AskCapitalOne firefox...I'll switch to another browser and let y'all know what happens",0,0,0
"3455","@AskCapitalOne credit card",0,0,0
"3456","@AskCapitalOne getting a 'system unavailable' message after login",-1,0,0
"3457","@AskCapitalOne website trouble this morning- any news on that?",-1,0,0
"3458","WTH @AskCapitalOne I've had the same username for YEARS and now you're forcing me to change?  Bad customer experience!",-1,0,0
"3459","@AskCapitalOne please follow back, I need to DM a question on my account",0,0,0
"3460","@AskCapitalOne Hi Folks.  Does SparkPay support recurring transactions?",1,0,0
"3461","@AskCapitalOne you have to folo me so I can DM.",0,0,0
"3462","RT @AskCapitalOne: Good night, Tweeps! ^MJ",1,0,0
"3463","@AskCapitalOne IS There one in there an windows phone app in the works ???",1,0,0
"3464","@AskCapitalOne I HAVE MULTIPLE ACCOUNTS WITH YOU GUYS AND A WINDOWS PHONE APP IS VERY MUCH NEEDED AND SHOULD BE TOP PRIORITY",1,0,0
"3465","@AskCapitalOne service is unavailable",-1,0,0
"3466","@AskCapitalOne hi.  I'm trying to log in to pay my bill and it won't let me ?",0,0,0
"3467","@AskCapitalOne so does that mean if I apply for one now, the card I receive won't have a chip?",0,0,0
"3468","@AskCapitalOne Does you CapitolOne Venture Card come with a chip?",0,0,0
"3469","@AskCapitalOne Thanks for your great rep. Her support and respect of  FTM change on my acct was amazing. Thank you. Made my night.",5,1,0
"3470","RT @AskCapitalOne: @Pringlee__ Hey-saw your tweet. Please let us know if there's something you need assistance with. ^DA",0,0,0
"3471","@AskCapitalOne Thank you! Have a good day.",2,1,0
"3472","@tonyalynn36 @AskCapitalOne just talk to them directly",0,0,0
"3473","@AskCapitalOne I haven't made it yet was planning to tomorrow",0,0,0
"3474","@AskCapitalOne no. We're paperless",0,0,0
"3475","@AskCapitalOne never made one. New card. Just got in December",0,0,0
"3476","@AskCapitalOne 
Min payment is due tomorrow on credit card  but no min amout listed",0,0,0
"3477","RT @tonyalynn36: @AskCapitalOne when will my minimum payment post to my account it's due tomorrow",0,0,0
"3478","@AskCapitalOne when will my minimum payment post to my account it's due tomorrow",0,0,0
"3479","@AskCapitalOne already on the phone with cs. Thanks",0,0,0
"3480","@AskCapitalOne please Help to recover my user name And password. Thanks",1,0,0
"3481","@AskCapitalOne Hey Capital One, is there anywhere I can view your holidays for 2015? And will you be closed for MLK day?",0,0,0
"3482","@AskCapitalOne I'm on the phone with an account manger",0,0,0
"3483","@AskCapitalOne did that. You have to follow me back",0,0,0
"3484","@AskCapitalOne does my billing cycle start right after my payment due date?",1,0,0
"3485","@AskCapitalOne I want to send a DM",0,0,0
"3486","@AskCapitalOne no, it’s for when I’m making the card with my image. I didn’t know if the new card would have same location of numbers",0,0,0
"3487","@AskCapitalOne 

6920 Bluebonnet Blvd
Baton Rouge, LA  70810-1617
United States",0,0,0
"3488","Sent :-)  @AskCapitalOne",0,0,0
"3489","Already followed :-)  , thank you for the follow back  @AskCapitalOne",1,0,0
"3490","Thank you , its just that you both send them within the same week or a week apart at most  , are both companies connected @AskCapitalOne",1,0,0
"3491","@veetor Thanks, Victor! Feel free to reach out to us at @AskCapitalOne, too!",1,0,0
"3492","@AskCapitalOne Its fine, it works now, talking to rep already.",2,1,0
"3493","@AskCapitalOne is online banking chat not available for some reason?",1,0,0
"3494","@AskCapitalOne Great!  I cant wait to use it while traveling at subway kiosks!",1,0,0
"3495","@AskCapitalOne midnight is midnight different places. That's what should matter in good customer service!",1,0,0
"3496","@AskCapitalOne well how bout my father passed away Dec 27 &amp; I was laid off...been a bit too preoccupied to remember 8pm EST!",1,0,0
"3497","@AskCapitalOne I was past due by a few days, and the minimum due was around $60. I paid $100 to make up for it? Am I in the clear?",1,0,0
"3498","@AskCapitalOne Had to reset my 360 PIN again (saved in LastPass, I didn't forget); Does it expire? If so, it should be handled better.",0,0,0
"3499","Another credit line increase! Thank you @CapitalOne @AskCapitalOne! My credit has improved a lot because of you!!",2,1,0
"3500","@AskCapitalOne sparkpay has an error 02 00 this morning .....!!!
so many trouble recently with sparkpay capital one ..",-2,0,1
"3501","@AskCapitalOne Ok cool, thanks for the information.  Enjoy the day.",2,1,0
"3502","@AskCapitalOne it seems to be working now. Thanks for getting back to me.!",0,0,0
"3503","@AskCapitalOne I have the quicksilver card with numbers in bottom corner. When using custom image for it will the numbers stay in the corner",0,0,0
"3504","@AskCapitalOne I get my United points via flying, not a card.  Is the situation the same where I won't be able to combine them?",0,0,0
"3505","@AskCapitalOne I changed it because I thought I was entering the wrong one but, now the new password won't let me login.",-1,0,0
"3506","@AskCapitalOne yes. I can't login on mobile or the website. It says information doesn't match even tho I was able to change my password....",0,0,0
"3507","@AskCapitalOne I'm using Chrome, but it seems to be working now :)",0,0,0
"3508","@AskCapitalOne logging in for credit card. Password wasn't working, changed it logged out now can't log back in with new password",0,0,0
"3509","@AskCapitalOne Is there an issue with the app/website? I'm unable to login.",-2,0,1
"3510","@AskCapitalOne when are you converting debit cards to chip and pin?  (Don't do chip and signature. Useless while traveling)",-1,0,0
"3511","@AskCapitalOne is there something wrong with the login system?",-1,0,0
"3512","@AskCapitalOne I'm using Chrome,",0,0,0
"3513","@AskCapitalOne More than welcome to PM for details.  More than happy to try to get something reasonable resolved here.",3,1,0
"3514","@AskCapitalOne  why would you pretend to care and ask for DM if you know I can't?",-1,0,0
"3515","@AskCapitalOne ok, great, thank you.",2,1,0
"3516","@AskCapitalOne I sent you a message! Please help if you can!",0,0,0
"3517","@AskCapitalOne yeah I've tried that",0,0,0
"3518","My best RTs this week came from: @AskCapitalOne @BrewersFanClub @breaking_social @socialskipper #thankSAll via http://t.co/sdv050mWKg",1,0,0
"3519","RT @AskCapitalOne: Hello &amp; Good Morning! We hope everyone is having a great weekend. We are in the office and ready to help. Tweet us if yo…",3,1,0
"3520","@AskCapitalOne no I'm not, I am visiting from the UK. Will check at the branch when it opens on Tuesday and hopefully they can fix it",0,0,0
"3521","@AskCapitalOne Any plans on releasing a windows phone app?",0,0,0
"3522","@spicedrum @AskCapitalOne Capital One really has a solid social team.",1,0,0
"3523","@Discover pls stop mailing me application invites. You had your chance.! i'm back with @AskCapitalOne @CapitalOne :D",0,0,0
"3524","@AskCapitalOne Really? It's been 1 month and 3 calls and I still have not received a new card. How long does it take to replace a lost card?",-1,0,0
"3525","RT @AskCapitalOne: @mattbasta Ahh, thanks for letting us know. The Auto Loan dept line isn't open on the weekends (M-F only). You can eithe…",0,0,0
"3526","@AskCapitalOne I applied for an US AmEx credit card with no SSN or ITIN. If I don't have any of those, am I banned for applying?",0,0,0
"3527","@AskCapitalOne Typed manually. I can navigate to http://t.co/Url5O6GqcB on my PC browser and login fine, but without the full site features.",1,0,0
"3528","@AskCapitalOne I've got an account with you that I would like to close, but I don't have any details. Please advise.",1,0,0
"3529","RT @AskCapitalOne: @mattbasta Ahh, thanks for letting us know. The Auto Loan dept line isn't open on the weekends (M-F only). You can eithe…",0,0,0
"3530","@AskCapitalOne I just did a username recovery that gives me the same name I use to login to PC (no go) and mobile (works fine).",3,1,0
"3531","@AskCapitalOne it's an auto loan",0,0,0
"3532","RT @spicedrum: @AskCapitalOne also - most times when companies reply to untagged tweets, the replies seem creepy. This didn't. Good job, so…",0,0,0
"3533","@AskCapitalOne how do i create an access code for my loan? the instructions don't match up with the page. http://t.co/8GamQDk51K",0,0,0
"3534","@AskCapitalOne also - most times when companies reply to untagged tweets, the replies seem creepy. This didn't. Good job, social media team!",0,0,0
"3535","@AskCapitalOne Thanks! I appreciate that.",1,0,0
"3536","@AskCapitalOne love the crazy fast response, though",1,0,0
"3537","@AskCapitalOne Unexpected System Error logging in to CC account on PC (for ~1 month). No problems logging in on mobile site on phone. Help?",-3,0,1
"3538","@AskCapitalOne What about the Capital One mobile app?",0,0,0
"3539","@AskCapitalOne direct message won't let me upload a pic either",0,0,0
"3540","@AskCapitalOne chip and pin or signature in your cards yet?",0,0,0
"3541","@AskCapitalOne can I direct message the document that won't upload I've spent over 3 hours on phone and have gotten nothing taken care of",0,0,0
"3542","@AskCapitalOne  can I direct message the document that won't upload",0,0,0
"3543","@AskCapitalOne Do you guys offer Construction Home Loans? 10-80-10",0,0,0
"3544","@AskCapitalOne Any plans to allow viewing of statements on Android app? Would be a great feature!",1,0,0
"3545","@CapitalOneCA @AskCapitalOne @CapitalOne @VENTITNOW @GripeO_Feed Cancel account and return monies owed. #anticonsumer #thievery",0,0,0
"3546","@CapitalOneCA @AskCapitalOne @CapitalOne @VENTITNOW @GripeO_Feed Just return my cash and $59 fee. Two billing periods ? #robbers",0,0,0
"3547","Still nothing from @CapitalOneCA @AskCapitalOne @CapitalOne @VENTITNOW @GripeO_Feed .
#worstservice #unresponsive http://t.co/OgFVqbhHEi",-1,0,0
"3548","@AskCapitalOne thanks :)",0,0,0
"3549","@AskCapitalOne if I have recurring purchase which was legit, and I closed the card for fraud that occurred after.Do that charge still recur?",-1,0,0
"3550","@askcapitalone Why cant the "")"" cannot be used in creating a password for your site? Askd cust serv and they give me runaround...",0,0,0
"3551","@AskCapitalOne I thought I was doing a dm",0,0,0
"3552","@AskCapitalOne  can u look up car pre approvals",0,0,0
"3553","@AskCapitalOne I'm trying to pay off my card but my account is closed please help",0,0,0
"3554","RT @Sheffield_Kevin: @AskCapitalOne If you keep to agreement here http://t.co/ibQTbESasM then we won't receive your junk mail just like we …",0,0,0
"3555","@AskCapitalOne like i said before i really dont care. Be more than likely cancelling it.",1,0,0
"3556","@AskCapitalOne i applied online and when i went to press finish your site said id lost connection. Anyway either it worked or it didnt.",0,0,0
"3557","@AskCapitalOne yeah finally got the update",0,0,0
"3558","@AskCapitalOne  just signed on to on line payment, what a convenience",1,0,0
"3559","@AskCapitalOne I've already done that. What I want to know is who sold my information to you?",0,0,0
"3560","@AskCapitalOne Can I change my credit card payment day?",0,0,0
"3561","@AskCapitalOne Just started a new job. First payday wont hit until after bill is due. Can we push back this next bill date to work with this",1,0,0
"3562","@AskCapitalOne trying to pay my capital one bill but site has been down for several days. How can I pay my bill without a huge fee?",0,0,0
"3563","@CapitalOne @AskCapitalOne breaks customer confidentiality/privacy policy &amp; harasses senior citizens. Shame on you Capital One!",-3,0,1
"3564","@AskCapitalOne For Ventureone's $200 travel reward bonus/points, is it also equal to $200 for non-travel reward (e.g., cash back)?",2,1,0
"3565","@AskCapitalOne I got it through online.  Thanks for the fast and courteous response.",2,1,0
"3566","@AskCapitalOne question about my credit card rewards.",0,0,0
"3567","@AskCapitalOne . It said I would receive in 3-5 weeks. But than noticed they had email delivered rewards. Any way to change my rewards",0,0,0
"3568","@AskCapitalOne Sorry busy working on something. There ya go.",-1,0,0
"3569","@AskCapitalOne Just stop mailing me crap, ok? Clearly you don't want to give me a card so just leave me alone! ARGH. See DM.",0,0,0
"3570","@AskCapitalOne my available credit is X amount but when I check the credit usage the % would have to be less if my credit was raised",1,0,0
"3571","@AskCapitalOne I don't see it in spam.  I was approved on either 12/30 or 12/31.",0,0,0
"3572","@askcapitalone 2 hours to receive a fax? This is 2015",0,0,0
"3573","@AskCapitalOne Is there any way I can cancel it online",0,0,0
"3574","@AskCapitalOne I'm in the middle of a move, and I realize I lost my card.  I have no phone and I wont have any phone services until the 11th",-1,0,0
"3575","@AskCapitalOne are cap one platinum points and quicksilver points compatible??? For transferring between accounts",1,0,0
"3576","@AskCapitalOne I'm new to Twitter. What does ""shoot as a DM"" mean?",0,0,0
"3577","@AskCapitalOne I have a Sparkpay business account &amp; if I have multiple sales in 1 day, will they be accumulated in 1 deposit?",0,0,0
"3578","RT @djenders: @AskCapitalOne Thanks for all the help / support in closing the account. Much appreciated.",2,1,0
"3579","@AskCapitalOne Thanks for all the help / support in closing the account. Much appreciated.",2,1,0
"3580","@AskCapitalOne Sorry I have a Sparkpay business account.",-1,0,0
"3581","@AskCapitalOne My account says I have a balance of $131 but I paid that a month ago. So my credit score dropped 5 points. How do I fix this?",0,0,0
"3582","@AskCapitalOne when I make multiple transactions in one day are they accumulated for one deposit?",0,0,0
"3583","@AskCapitalOne  When we can expect update for latest Android OS (Lollipop ) http://t.co/tLgV1gKikZ",0,0,0
"3584","@brandondesu @AskCapitalOne And there's the app update. Thanks!",0,0,0
"3585","@AskCapitalOne Even history from a Canadian Capital One account?",0,0,0
"3586","@AskCapitalOne Can Capital One consider Canadian credit history or Canadian C1 credit cards when reviewing a US credit card application?",0,0,0
"3587","@AskCapitalOne Hi, never received my new card in the mail.  Who do I contact via email about this?  (new account)",0,0,0
"3588","Hey @AskCapitalOne, why does your mobile app wait until the final Deposit NOW to try accepting my check photos? CHECK THEM THROUGHOUT.",0,0,0
"3589","Fourth phone session with @AskCapitalOne in two weeks. I hope the unnamed scammer in Montreal enjoyed their $300 worth of hair products.",2,1,0
"3590","@AskCapitalOne I need some help with my accout?",0,0,0
"3591","@AskCapitalOne @AskCapitalOneUK thank you",1,0,0
"3592","@AskCapitalOne who sorts the letters for your UK based site. Because Id very much like them to stop sending me crap.",0,0,0
"3593","@AskCapitalOne what's happening? Have not gotten reply to my email all this while.",0,0,0
"3594","@AskCapitalOne When can we expect chips in our cards?",0,0,0
"3595","@AskCapitalOne Hi, I had to email again as I my matter was promised to be addressed before Christmas but it has been resolved..Can you help?",1,0,0
"3596","@AskCapitalOne per usual not a single employee follows through, you don't honor your word and you lie",0,0,0
"3597","@AskCapitalOne just spoke with a manager to find out your company once again is ridiculous. Writing BBB and Attorney general",-1,0,0
"3598","Good morning @AskCapitalOne a quick question: can you please send me a DM to begin?",1,0,0
"3599","@AskCapitalOne What is DM? Direct mail - do you have a mailing address? That's more
secure than email-",0,0,0
"3600","@AskCapitalOne getting ready to call the number on the back of my card. responded to your email and it is already on hold! great response!",2,1,0
"3601","@AskCapitalOne  I just want to know where my card is at",0,0,0
"3602","@AskCapitalOne UPDATE your application NOW!!! All Nexus's, some MOTO phones, etc. have LOLLIPOP for months &amp; still it's not yet FIX... DO IT",0,0,0
"3603","@AskCapitalOne thanks for having my back with fraudulent charges :)",-1,0,0
"3604","@AskCapitalOne I am back on the phone to try and get online access to my bank account. Have you found out anything on your end?",0,0,0
"3605","@AskCapitalOne Hello I would like to speak to someone about a Credit Line Increase? Do not want to use automated system. FICO over 700",1,0,0
"3606","@AskCapitalOne I just want to close my account - I even mailed Ryan
Schneider and emailed  investor relations - nobody ever replied!!!",0,0,0
"3607","@AskCapitalOne Any word on when you'll be updating your Android app to be 5.0 compatible?",1,0,0
"3608","@AskCapitalOne Thanks for the link...didn't even know that it existed!",0,0,0
"3609","@AskCapitalOne just realised you are in the USA. Too marks for responding quicker than you colleagues here in the UK though!",1,0,0
"3610","@AskCapitalOne why new card holder get chip card and I can't. Is new more  important than current. It sure feels current are not Important",2,1,0
"3611","@Sheffield_Kevin @AskCapitalOne how about you just give us the email address we can use to request to be removed from your mailing list",0,0,0
"3612",".@AskCapitalOne Your competitors seem capable of doing this.",1,0,0
"3613",".@AskCapitalOne I mean all you have to do is keep to the guidelines in the link I provided earlier &amp; I won't get junk mail from you.",-1,0,0
"3614",".@AskCapitalOne Why would I give you my private details again when you've demonstrated that you can't be trusted with them.",1,0,0
"3615","@AskCapitalOne Your company is notable because of our lack of junk mail from others as to be being completely disreputable.",-3,0,1
"3616","@AskCapitalOne If you keep to agreement here http://t.co/ibQTbESasM then we won't receive your junk mail just like we don't from others.",0,0,0
"3617","Matter still unresolved. @AskCapitalOne @CapitalOne @CapitalOneUK @BBBNE_SD_KS_IA @VENTITNOW @GripeO_Feed http://t.co/Zkp1FshFeR",-1,0,0
"3618","@AskCapitalOne Did C1 initially sign up with ePost, then back out, and leave the reference in the welcome letter?",1,0,0
"3619","@AskCapitalOne No, Canada.  Was sure my Costco welcome letter mentioned ePost as stmt option, but C1 isn't a recognized mailer.",1,0,0
"3620","@AskCapitalOne following you now.",0,0,0
"3621","@AskCapitalOne I was pretty sure my welcome pkg said I could receive stmts via ePost, but C1 is not listed as a mailer.  Did this change?",2,1,0
"3622","@AskCapitalOne It's been weeks, you're joking right?",1,0,0
