Column1,text,score,Very.Pos,Very.Neg,Accurate?,Specific?
969,@ScotiabankHelps I need some help with my canadian card and your phone line it's unavailable from Mexico.Can you provide me ahother phonenum,-1,0,0,,
970,"@ScotiabankHelps Hi, please check my DM. im out of Canada and not able to use my scotiacard at all. Im almost out of money.",0,0,0,,
971,"Wow, if @ScotiabankHelps keeps hiring employees like the last one, I'll be changing banks; it's not the prices it's the staff &amp; she was rude",1,0,0,,
972,@ScotiabankHelps I lost my bank card and new a new one. What do I do?,-1,0,0,,
973,@ScotiabankHelps :( ok thanks,0,0,0,,
974,@ScotiabankHelps Thank you. I have messaged you.,1,0,0,,
975,RT @ScotiabankHelps: @acfreake Hi. We're concerned about your tweet. Please send us a DM to chat. We'd really like to understand what happe…,0,0,0,,
976,@ScotiabankHelps I was told 4 business days for a hold on a cheque. Why hasn't it cleared yet? It has been 4 business days already,1,0,0,,
977,@ScotiabankHelps Considering closing my @Scotiabank account b/c of the Basic Account switch (I showed proof of being a student for this yr),0,0,0,,
978,@scotiabankhelps Is Scotia OnLine free to use for my credit card?,1,0,0,,
979,@scotiabank @ScotiabankHelps  In Mexico. Issues with access to funds. Just told phone support will not take my collect calls #scotiabankfail,0,0,0,,
980,"@ellellesays @ScotiabankHelps Yes, quiet. Don't blare it so loud you can't hear it (*pokes @BlizzardCS*) :P",0,0,0,,
981,"@ScotiabankHelps hello, could they ask for the case I care've been waiting since 17/12/2014. TRANSACTION ID: BT1100591999SB",0,0,0,,
982,@ScotiabankHelps Help kids being #bullied Stick ur tongue out against #bullying for the #GLABBERchallenge @GlabberApp http://t.co/lUrqHUd34I,-1,0,0,,
983,"@ScotiabankHelps Hello, I have an urgent inquiry about my accounts. Please respond asap.",-1,0,0,,
984,@ScotiabankHelps is there a known issue for cards being compromised?,-1,0,0,,
985,@ScotiabankHelps I have a question: I´m trying to access my account via scotiaonline but with error #AE1053-3. What should I do?,-1,0,0,,
986,Uh. What? @ScotiabankHelps http://t.co/oHSQMifKcM,0,0,0,,
987,"@scotiabankhelps suggest new android tablet app allow for portrait view like before, not forcing to use landscape like now",2,1,0,,
988,"RT @cloverandsams1: @ScotiabankHelps everyone I know with td,CIBC,rbc, and bmo got their GST deposited but scotia customers. Why? Complete …",0,0,0,,
989,"@ScotiabankHelps everyone I know with td,CIBC,rbc, and bmo got their GST deposited but scotia customers. Why? Complete fail!",-1,0,0,,
990,"Why is it the service at @ScotiabankHelps @scotiabank so terrible?! Switched from @TD_Canada to save on fees, certainly saved on service!",-1,0,0,,
991,@ScotiabankHelps i need to use my VISA credit card. I do not want it to be blocked,0,0,0,,
992,@ScotiabankHelps i am traveling to different country and forgot to inform branch. How should i reach them now? I cnt make international call,0,0,0,,
993,@ScotiabankHelps YOU ARE ABSOLUTE GARBAGE. THE SCUM OF THE EARTH.,-2,0,1,,
994,@ScotiabankHelps Thanks for services offered by SB. I would suggest some ideas to the current appointment booking procedure.,0,0,0,,
995,"@ScotiabankHelps done, I'll test it later. Hopefully this time it will work.",1,0,0,,
996,@ScotiabankHelps 2/2 ive been on the line for 20mins,0,0,0,,
997,@ScotiabankHelps I called again spoke w/pranjav for 23mins but my concern was not address plus he sound rude when i told him ive been 1/2,-2,0,1,,
998,@ScotiabankHelps could we use English pleased DM?,1,0,0,,
999,@ScotiabankHelps I sent an email with my contact info through your online banking. The account is a personal one.,0,0,0,,
1000,"@ScotiabankHelps plus, she keeps on asking my address &amp; told her 3x already",0,0,0,,
1001,@ScotiabankHelps your staff named daniella hang up on me after she said she'll put me on hold to check the appointment,-1,0,0,,
1002,"@ScotiabankHelps I do have one, actually. Thank you for the advice though, and follow! Won't hesitate to DM if I have questions.",1,0,0,,
1003,.@ScotiabankHelps Help me understand this low interest-rate situation please. Thank you.,1,0,0,,
1004,"@ScotiabankHelps hi. Can u send me a dm? I cant send dm to you, dont know why",0,0,0,,
1005,@ScotiabankHelps I spent an hour on hold with your security KL and they used up my entire phone package. Still no help. Thanks,0,0,0,,
1006,.@ScotiabankHelps Will Scotiabank be offering mobile cheque depositing in the near future?,0,0,0,,
1007,"@ScotiabankHelps hi, new landed immigrant here. Is there a open branch that i can go tommorrow? I want to open an bank account",0,0,0,,
1008,"@ScotiabankHelps Hi, I'm not able to use my scotia card (i'm in brazil). Is there a way to withdraw money from here?",0,0,0,,
1009,"@ScotiabankHelps I'm sure I will have to call then, will do later when the kids are alsleep.",0,0,0,,
1010,@ScotiabankHelps Is there a known issue with logging in online for credit card services? I have tried two separate days multiple times...,-1,0,0,,
1011,"@ScotiabankHelps Great, thanks for the information",1,0,0,,
1012,"@ScotiabankHelps If these calls are legit, PII shouldn't be asked.  In fact, these calls shouldn't be automated at all!",0,0,0,,
1013,@ScotiabankHelps Would you be able to tell me what the average approval length (time wise) is for a small (&lt;$5000) car loan with Scotiabank?,2,1,0,,
1014,"@ScotiabankHelps They're asking for Personally Identifiable Information.  I hanged up, and I'm going to add the numbers to my reject list.",-1,0,0,,
1015,"@ScotiabankHelps I'm receiving automated phone calls from1-888-460-7386 and 1-800-709-4041, a ""...banking matter from Scotiabank"".",0,0,0,,
1016,@ScotiabankHelps Guess what. I called the 800 number and even they can't do it!,0,0,0,,
1017,@ScotiabankHelps Never mind it just took longer than normal! Sorry :) Thanks again and thanks for the follow,-1,0,0,,
1018,"@ScotiabankHelps You're welcome! And actually, my gma just phoned and now I have an issue. She xfered some $ into my acct &amp; its not there",0,0,0,,
1019,"@ScotiabankHelps Hi! Yes, Bridget was super helpful.  Thank you very much",3,1,0,,
1020,"@ScotiabankHelps ya, that'd be great!",1,0,0,,
1021,@ScotiabankHelps can you PM me please it won't let me,0,0,0,,
1022,Just got through and it was handled. @ScotiabankHelps It would be good to share an estimated wait time in your auto messages on the phone.,1,0,0,,
1023,"""We apologize for the delay &amp; thank you for your patience"" Automation message every 30 seconds...   @ScotiabankHelps  On Hold for too long",1,0,0,,
1024,"@ScotiabankHelps just need to talk to a live person, I don't have time to sit on hold for 20+ minutes",0,0,0,,
1025,@ScotiabankHelps still sitting on hold......20 minutes later,0,0,0,,
1026,@ScotiabankHelps thanks was just confirming.. Your 24/7 line is terrible so I spoke to a lovely lady in mortgage to help me,0,0,0,,
1027,@ScotiabankHelps Why are you guys feeding me bullshit? All branches in Quebec are closed. Fuckers.,-1,0,0,,
1028,"@ScotiabankHelps what is the banks routing number that I should give someone, for when receiving money from the Uk",0,0,0,,
1029,@ScotiabankHelps I have been on hold since 8:32am to your 24hr customer service.... Still haven't reached anyone thanks for wasting my time,-1,0,0,,
1030,"@ScotiabankHelps Probably not, it is in relation to the amount of the payment I am making and usual that has to be dealt with over the phone",0,0,0,,
1031,@ScotiabankHelps can you get me in contact with a person and not an answering machine regarding a property  tax + mortgage payment. ??,0,0,0,,
1032,@ScotiabankHelps A GLOBAL cause. Reducing fireworks during New-Year's celebrations can save our Environment &amp; HELP $ those in NEED. Pls RT!,0,0,0,,
1033,@ScotiabankHelps thanks! I'll be calling a branch shortly,0,0,0,,
1034,@ScotiabankHelps When do my payment statements come in the mail?,0,0,0,,
1035,@ScotiabankHelps I was wondering what is the best number to call for questions about my mortgage,1,0,0,,
1036,@ScotiabankHelps How long does it typically take for a credit card to be approved? I ordered mine over a month ago.,0,0,0,,
1037,"@ScotiabankHelps  got a call from ""Visa"". Only Visa we have is Scotiabank.  New scam or true call from Scotiabank on NY day?",-1,0,0,,
1038,@Peterson_F @ScotiabankHelps as they say seeing is believing when they introduce free banking I will believe it has been passed along,1,0,0,,
1039,@ScotiabankHelps   Why aren't the daily mutual fund prices for December 31 up when it is 7:00 in the morning Eastern January 1?,0,0,0,,
1040,"@ScotiabankHelps Just had a great phone call with Customer Service Rep Karen!! Send her a big thank you, she rocks!",2,1,0,,
1041,". @ScotiabankHelps &gt;&gt;&gt;19 people in line, 3 tellers (only one of which can authorize a large deposit) pretty well the usual lately!",2,1,0,,
1042,@ScotiabankHelps I am an international student living in QC. Any credit cards good for me with no frozen deposit and annual fee?,0,0,0,,
1043,"@ScotiabankHelps and, indeed, coupled with other experience with Scotiabank (and your Insurance counterparts) now considering changing banks",0,0,0,,
1044,@ScotiabankHelps I'm wondering why what I provided to my branch wasn't accepted and how I get my Student account back. Very upset.,-1,0,0,,
1045,@scotiabankhelps Hi. Found my student acct was changed after providing enrolment info. Very upset as didn't get mail but online notification,-1,0,0,,
1046,@ScotiabankHelps I switched my basic banking to a Scotia one account but forgot to ask if my direct deposit info for work would change or no,1,0,0,,
1047,Had two ends of the customer service spectrum today. Thanks @ScotiabankHelps for being so awesome. :),1,0,0,,
1048,"@ScotiabankHelps Hi, can you DM me? I have a question and need to speak with an actual person.",0,0,0,,
1049,@ScotiabankHelps Bank on line service not great. Can't open saving account. Can't set an alarm. What!!!,0,0,0,,
1050,@ScotiabankHelps @scotiabank Award for best customer service goes to ???? Oh wait maybe @TD_Canada afterall @scotiabank doesn't give a shyt.,2,1,0,,
1051,"@ScotiabankHelps Hey Everyone, want to be part of a bank that doesn't give a rat's aSS, pick this ONE. #TimeToMoveMyMoney",0,0,0,,
1052,@ScotiabankHelps I was wondering if sometime in the future the scotia bank app will be able to take a picture of a cheque and deposit it.,0,0,0,,
1053,@ScotiabankHelps HELP please ??????,0,0,0,,
1054,@ScotiabankHelps thanks for the speedy reply!!,1,0,0,,
1055,"@ScotiabankHelps Please in 2015 scotia bank should invest more on customer care Rep, to be honest they are Unprofessional.",1,0,0,,
1056,RT @ScotiabankHelps: Branches will be closing at 3 pm today in observance of New Year's Eve. Branches will be closed January 1st for New Ye…,0,0,0,,
1057,@ScotiabankHelps Minto nb,0,0,0,,
1058,@ScotiabankHelps It was the branch in Min to nb it was a lady short dirty blond hair red top.I didn't get her name,-1,0,0,,
1059,@ScotiabankHelps thank you FiA.,1,0,0,,
1060,@ScotiabankHelps @danaveran just retagging you because they added a W on your name,0,0,0,,
1061,"@ScotiabankHelps Hello, I have a question. Please respond when available. Thanks.",1,0,0,,
1062,@ScotiabankHelps I goofed up a transaction at the bank this morning and need hellllp,0,0,0,,
1063,Why does my @ScotiabankHelps app go black when im in the middle of paying bills and such @#&amp;&amp;++??/# waa# now I have to go the bank,0,0,0,,
1064,@ScotiabankHelps I tried on differents machines and all they say invalid card  what I can do??,-1,0,0,,
1065,@ScotiabankHelps Hello! Just had a problem with my Visa card. Bought a game on Steam and it got charged twice. Is there anything I can do?,-1,0,0,,
1066,"@ScotiabankHelps @troyzaff_17 Mobile app won't work for me or my boyfriend either. Stays at ""Please wait.""",1,0,0,,
1067,@ScotiabankHelps is the mobile app not working again? It's not signing on.,0,0,0,,
1068,@ScotiabankHelps  yes i hAve canadian account Of Savings,1,0,0,,
1069,@ScotiabankHelps hi can u let me know the banks that u had conveniens at Mexico to can get money at machines please Thx,0,0,0,,
1070,@ScotiabankHelps I have a quick question about changing my card to a debit visa.,0,0,0,,
1071,@ScotiabankHelps I call my advisor once a week and I have gotten her on the phone once ever ...,0,0,0,,
1072,"@ScotiabankHelps bank hours Wed Dec 31, 2014 Uxbridge Ontario",0,0,0,,
1073,"@ScotiabankHelps nope, i just go to the presidents office, everybody else is ineffective",-1,0,0,,
1074,@ScotiabankHelps Are your Toronto branches operating on regular hours tomorrow? (Happy New Year!),1,0,0,,
1075,@ScotiabankHelps Scotia Txs for being the only one to reply question is when is free banking ala Europe arriving in Canada?,1,0,0,,
1076,"@ScotiabankHelps 
Thank you for your help. It came from UK if you give me an e-mail I will send you all details to check them using you:(((",1,0,0,,
1077,"@ScotiabankHelps Hi,
Can you verify a transaction number? I am worried that is fake.
TRANSACTION NUMBER :SW3100571978KMS",-1,0,0,,
1078,"@BofA_Help gonna do this, @BoFA gonna do that.... @BofA_Help ain't going do nothing",0,0,0,,
1079,@AskCiti good day! i would like to ask the position of Maria Thompson in Citi Payment Processor II? Thank you!!,3,1,0,,
1080,"@AskCiti AskCiti do they have internacional nomber, causé im overseas, thanks",0,0,0,,
1081,@24Citi @AskCiti online,0,0,0,,
1082,@24Citi @AskCiti hi How can I apply for a personal loan o lime,0,0,0,,
1083,@AskCiti Hey can you help me today?,0,0,0,,
1084,@AskCiti for some reason my debit card said not authorized when I tried to use it. Logged on to the website &amp; I can't login! What gives?!,0,0,0,,
1085,@AskCiti I cannot send one that way because the only option I have is to request my agreement,0,0,0,,
1086,@AskCiti well I would have sent email if your site would  give me more options than to request my account agreement,1,0,0,,
1087,RT @AskCiti: Glad to hear we were able to help! RT @fergdoca @AskCiti impressive customer service! Thanks!!:),2,1,0,,
1088,Glad to hear we were able to help! RT @fergdoca @AskCiti impressive customer service! Thanks!!:),2,1,0,,
1089,"lol sorry person manning the @AskCiti account, dont ask questions you dont want answers to......",-1,0,0,,
1090,RT @AskCiti: @lovelyallen Your tweet concerns me. Did you need help with an account? ^JG,-1,0,0,,
1091,@AskCiti impressive customer service! Thanks!!:),1,0,0,,
1092,"@AskCiti citi Having the option to scan barcodes would make the app even better.BTW,any chance of having #ApplePay in Brazil?The best bank!",1,0,0,,
1093,@AskCiti Form (at http://t.co/xZknP0sMgM) asks for her name but not SSN. Is that entered on a subsequent screen?,0,0,0,,
1094,@AskCiti A- add her as joint owner on credit card now or B- start her as authorized user to build up credit history first. Any advice?,0,0,0,,
1095,@AskCiti Tx! My wife just moved from UK and has no credit history in US. Trying to decide best way forward to build her credit history: 1/2,1,0,0,,
1096,@AskCiti Hi. Do you report credit for additional authorized users on TY Premier credit card account?,1,0,0,,
1097,@AskCiti it ask for the security word and her password but she says she doesn't have any I need help please!,0,0,0,,
1098,@AskCiti HI I'm trying to make a payment online for my mom she says she never created an online account but the site says otherwise (cont..),0,0,0,,
1099,@AskCiti Just did and it still said cannot process your check,0,0,0,,
1100,@AskCiti Yeah I have sufficient light and all four corners appear but it keeps saying can not process,1,0,0,,
1101,@AskCiti thanks a lot!!!,0,0,0,,
1102,"@AskCiti Hi, I need to transfer money to an US account. What's BIC code of citibank in 79 5th Avenue New york?",0,0,0,,
1103,"@AskCiti Yes, apparently since I have this stupid private banking, I have to do everything through the actual branch, not the 1-800 number.",-1,0,0,,
1104,"@AskCiti Thanks for the quick response! I updated my Flash player, cleared my cookies/cache and was able to login.",1,0,0,,
1105,"@AskCiti thx for prompt response, I restarted a couple times and eventually got to my home screen",1,0,0,,
1106,"@AskCiti Feedback is fine, no need to reach back out. Thanks!",1,0,0,,
1107,"@AskCiti Anytime I try to login, it takes me to a 404 page for a Best Buy credit card. Fixed in an incognito window, but ya know.",1,0,0,,
1108,"@AskCiti @www OK, I see. I have another question: Are cheques is still in practice? Could I get cheque book?",0,0,0,,
1109,@AskCiti Is it possible to open an account in Citi in America? I am not US resident.,0,0,0,,
1110,RT @emmanuelheifa: @MelissaLeeCNBC VKON™ Ratings (58) @AskCiti; 50M+ Viewers via @carmenelectra and @CarlosMBorbon Interface Project:https:…,0,0,0,,
1111,@AskCiti the option to get account statements doesn’t function well on Firefox. This is on Citibank India website. Can you fix it?,1,0,0,,
1112,@MelissaLeeCNBC VKON™ Ratings (58) @AskCiti; 50M+ Viewers via @carmenelectra and @CarlosMBorbon Interface Project:https://t.co/gaUFhHiAr6,0,0,0,,
1113,TY for contacting us! #custserv RT @lucky134me I received #awesome #customerservice again from @AskCiti   Thank you again!,2,1,0,,
1114,"I""m amazed that @Citi bank has such a low quality dysfunctional website.. requests always stuck in circular loop @AskCiti",0,0,0,,
1115,"@AskCiti Hi, how it works, this tweet, like a chat? How can I ask you abot personal related issue?",1,0,0,,
1116,"@AskCiti that did work, thank you.",2,1,0,,
1117,"@AskCiti yes, at the moment no though, ill figure out the number unless you tell me when you will be calling i can be at friends phone",0,0,0,,
1118,"@AskCiti mobile deposit not working. tried uninstall/reinstall, no luck.",1,0,0,,
1119,"I was robbed, the victim of #identitytheft and #citibank has failed to investigate my claim. @Citi @AskCiti",-1,0,0,,
1120,@AskCiti,0,0,0,,
1121,"RT @AskCiti: Good night all! Have a very Happy &amp; safe New Years Eve, we will see you in 2015! We'll be here at 9am ET to assist again! ^TV",4,1,0,,
1122,"@AskCiti @HiltonHHonors Aubrey with Citi hasn't yet resolved my reward, but more helpful than Hilton or Citi blaming each other. Ridiculous",1,0,0,,
1123,@AskCiti Happy New Year 2015,1,0,0,,
1124,@AskCiti thanks.  You Rock!!!! HAPPY NEW YEAR!,1,0,0,,
1125,@AskCiti Do you know if the branches are closing earlier than 5PM today?,0,0,0,,
1126,@AskCiti Thanks. You enjoy the new year as well.,2,1,0,,
1127,@AskCiti. Good afternoon. I would to make changes to my accounts.,1,0,0,,
1128,@edskyler  just another vicepresident who just keep warm The chair And do nothing for The customers @ContactoBanamex @banamex @AskCiti,1,0,0,,
1129,@AskCiti I'm having problems with my account and I'm abroad now so its very hard to call the 800 number. Do u have any email?,-2,0,1,,
1130,Please let me know the procedure online to close my basic account bank in US @AskCiti,0,0,0,,
1131,@AskCiti Can someone please help me?,0,0,0,,
1132,RT @AskCiti: @zelayaaa3 Hello. If you need help with your Citi accounts please let me know and I can try to help you. ^YC,0,0,0,,
1133,@AskCiti haven´t received cards yet. 4 days next week friend in NYC adress. contact me by mail so my friend can receive and bring me cards,0,0,0,,
1134,@AskCiti How can I chat online with a Citigroup representative about opening up a new bank account? I cannot find a link anywhere.,0,0,0,,
1135,@AskCiti ordeal was over in something like 2 hrs. whatever glitch caused delay - communication to customers in waiting is expected.,-2,0,1,,
1136,@AskCiti  its about a month i complete that given form but not a single word from you guys i get,0,0,0,,
1137,@HiltonHHonors @AskCiti Similar customer service for both Citibank Credit Cards and Hilton Honors - none!,0,0,0,,
1138,@AskCiti I was wondering if u had a way to lessen my debt so I can pay it off quicker,0,0,0,,
1139,"@AngelicaLozanoC como será de malo el servicio, que ese tuit es la respuesta! :-@AskCiti",0,0,0,,
1140,@AskCiti yes,0,0,0,,
1141,"@AskCiti I'm unable to edit autopay in any browser I try, I receive a message saying ""Edit AutoPay Error""",-2,0,1,,
1142,@AskCiti #scammers on MyFreeCams &amp; CB &amp; ImLive &amp; Skype: sweetmaya91&amp;sweetmaya911&amp;robygentile&amp;sebi3&amp;badentier&amp;oliver__14 #IDThief,0,0,0,,
1143,"@AskCiti allready spent quite a bit ofte in the phone, no luck",1,0,0,,
1144,@AskCiti I need to speak with someone regarding questions about fraud on my account.,-1,0,0,,
1145,"@AskCiti I am from the USA, will be studying in Hong Kong for Spring. Curious if you have resources on use of CitiBank CC abroad.",0,0,0,,
1146,.@AskCiti Your call center in the Philippines is a huge fail. Had to answer nearly a dozen security questions.  Really??,-1,0,0,,
1147,"RT @conycamelo: @AskCiti 

Fatal servicio. Fatal.",-2,0,1,,
1148,@AskCiti Thank you! I emailed the requested information in a scanned PDF to that email address.,1,0,0,,
1149,"@AskCiti Hi Citi, can I email proof of address for my credit card application instead of fax? Not sure how to use the fax here...thank you!",0,0,0,,
1150,"@AskCiti thank you for your reply, your online services are probably the worst on earth",0,0,0,,
1151,"@AskCiti useless to ask for their assistance...they can't help. It's ok, thanks.",-1,0,0,,
1152,@AskCiti I can but I can't DM you unless you are following me though,0,0,0,,
1153,"@AskCiti cant dm as u r not following me on twtr, mob +201115515575, call me anytime",0,0,0,,
1154,@AskCiti what is citibank's switcode for receiving internationals wire transfers,0,0,0,,
1155,"@AskCiti follow me, I'll follow back then DM you.",0,0,0,,
1156,@AskCiti Thanks for noticing my tweet.I realize it was just a glitch and can happen at any ATM once in a while.,-1,0,0,,
1157,Me sigue la cuenta @askciti... ahora tengo a quien putear por los $4000 que me cagó el cajero automático hoy a la mañana. Wiii!,0,0,0,,
1158,@AskCiti just sent you a DM,0,0,0,,
1159,@AskCiti Authentication issue with https://t.co/wOptOl27oT... your support people are having trouble understanding. Developer contact?,-1,0,0,,
1160,@AskCiti when are overdraft fees charged? And how much are they,0,0,0,,
1161,Account created over 2 weeks ago and none of the employees have done their work to activate it at citiEgypt @AskCiti,1,0,0,,
1162,@AskCiti thank you doing so now,1,0,0,,
1163,@AskCiti I have an open credit card account but haven't used the CC in years.  I'm wanting to close the account but don't have full acct #.,0,0,0,,
1164,"@AskCiti Yeah, I reset everything and now it's all good. Thanks buddy.",1,0,0,,
1165,"@AskCiti hi, i was wondering if you guys have a 24/7 tech support team in Singapore. My company is having issues with citidirect BE",0,0,0,,
1166,"@AskCiti si me pueden llamar al mismo número de antes, ya se los envío por DM.",0,0,0,,
1167,@AskCiti Went to the Clifton @Citibank branch today + 2 of the 3 ATMs were not working. No branches and broken equipment. Get it together!,-1,0,0,,
1168,@AskCiti That Clifton @Citibank branch is the worst! Impossible to get to it b/c most folks are in the shopping center to shop not to bank.,-2,0,1,,
1169,@AskCiti Adrian was excellent help! He's helped me before. Always wonderful!,3,1,0,,
1170,@AskCiti Add up the lack of branches + low interest on savings accounts (as opposed to @AllyBank) and @Citibank will lose more customers.,-1,0,0,,
1171,"@AskCiti Admittedly, the need for branches is diminishing but there are times (when dealing w/ large sums) that you still need branches.",0,0,0,,
1172,"@AskCiti Just got off the phone with someone named Charlie, was honestly the best customer experience I've ever had.",1,0,0,,
1173,@AskCiti con ustedes nunca he tenido un buen servicio. ... ni el fin de año lo puedo disfrutar sin que me dañen el momento @Citi,-1,0,0,,
1174,"@AskCiti Would be for Mom's CC doubt it was opened at branch and with her dementia, she wouldn't remember. How to proceed?",-1,0,0,,
1175,"@XboxSupport3 Per my phone convo w @AskCiti, the auth is going through. No problems with my card. Has to be w/your payment system.",-1,0,0,,
1176,@AskCiti @jaydugan on the phone with you guys now.... You guys are a mess... Supervisor was making an effort tho,-1,0,0,,
1177,@AskCiti Sent! Thank YOU! :-),1,0,0,,
1178,@AskCiti Has Citi_Venezuela an email? I can´t access my account trough its web and also by CitiPhone Banking. I´m out of the country. Thanks,0,0,0,,
1179,@AskCiti my card isn't working on @Xbox's website. Their support says CitiBank isn't allowing $0.00 authorizations. Help?,1,0,0,,
1180,@AskCiti Has Citi_Venezuela an email? I cannot access my account trough its web and also by Citiphone Banking.I´m out of the country. thanks,0,0,0,,
1181,@AskCiti hello. i got a letter from you guys asking me to submit form w8-ben which i already did 2 times. Please help,0,0,0,,
1182,RT @emmanuelheifa: @MelissaLeeCNBC VKON™ Ratings (57) @AskCiti; 300M+ Viewers via Qualitative DPRK-North Korea Crude Oil Deposits II:https:…,-1,0,0,,
1183,@AskCiti I will send it again will a screen print of this from twitter I wish you people would stop lying to me,-1,0,0,,
1184,@AskCiti really I just had warren j and robin s tell me to send it via snail mail,0,0,0,,
1185,"RT @AskCiti: @EmmaLManley We can arrange to contact you, pls DM type of acct, a phone # &amp; best time to call (No acct#s/PINs) ^RR",1,0,0,,
1186,@AskCiti Seriously I'm getting mad. It's been 74 hours and I haven't received a call from citi.,-1,0,0,,
1187,@AskCiti What would be the address to mail a POA to? I was told that you won't accept e-mail; that the onlt last 6 mos &amp; has to be original,0,0,0,,
1188,@AskCiti are you gonna call me yes or no?,0,0,0,,
1189,@citibank @askciti what is the email address to your corporate office I will not waste money I don't have sending mail to a PO box,-1,0,0,,
1190,@MelissaLeeCNBC VKON™ Ratings (57) @AskCiti; 300M+ Viewers via Qualitative DPRK-North Korea Crude Oil Deposits II:https://t.co/63RdGaDJcP,-1,0,0,,
1191,@AskCiti  is there any way to talk to a real person for help?,0,0,0,,
1192,@AskCiti Is it true you need to have any POA on record updated/resupplied every six months?,0,0,0,,
1193,"@AskCiti I'm trying to send a message but system is down/temporarily unavailable and it won't go through, any idea when it will be working?",-1,0,0,,
1194,"@AskCiti hi, im waiting for the call. Is there a number I can call and speak with someone who speak spanish?",0,0,0,,
1195,@AskCiti never dealt with that at Chase! Maybe I need to go back and close this acct.,0,0,0,,
1196,@AskCiti I don't think Citibank is going to work as my bank then if I'm being told to go somewhere else and long wait times.,1,0,0,,
1197,@AskCiti No need. But thanks for the offer.,0,0,0,,
1198,@AskCiti Thanks for this.....but still no contact and not solved. Really need service to be quicker.,1,0,0,,
1199,@AskCiti and it doesn't help that location closes at 5! Are there any later locations open? I may close my acct over this.,0,0,0,,
1200,@AskCiti I was trying to get my account set up with a human there. They actually told me go to another location out of my way!,0,0,0,,
1201,@UptonLabs I can try to help with that. Please follow @AskCiti &amp; I can provide an email address to reach me. ^AH,0,0,0,,
1202,@AskCiti @Citibank @TopClassActions I'm willing to help you out warren j since you don't want to do your job at citibank.  Suing is good,2,1,0,,
1203,@TopClassActions @AskCiti @Citibank warren j thinks a class action lawsuit is the best way to get citibank to handle my problem,0,0,0,,
1204,@Citibank @AskCiti warren j doesn't want to do his job so I need to send my email to someone above his pay grade,0,0,0,,
1205,"@AskCiti i’ll go into a branch. last time i closed an account by phone it wasn’t closed, despite them assuring me it was! liars or idiots?",-1,0,0,,
1206,"@AskCiti you are at best moronic and at worst flat out lying. i’m not sure where the issue is, systems, people, who knows? but it’s BAD.",-4,0,1,,
1207,@AskCiti i spoke to soon. it got worse. you really are horrendous. awful. how do i go about closing ALL my accounts with you FOR GOOD?,-2,0,1,,
1208,"@AskCiti i doubt it, it seems like one dept has no idea what the other does and hence incompetence rules. i think i’m gonna switch banks",-1,0,0,,
1209,W'e're always happy to help! ^AH #custserv RT @LisaWooldridge @AskCiti Thank you! Fixed all the problems!,1,0,0,,
1210,@AskCiti Thank you! Fixed all the problems!,0,0,0,,
1211,RT @AskCiti: @LisaWooldridge Thanks for taking my call. Please feel free to reach out if you need any further help. ^CD,1,0,0,,
1212,@AskCiti DM'd you!,0,0,0,,
1213,"RT @AskCiti: @LisaWooldridge Sorry to hear this. I'd like to try &amp; turn things around for you. Pls DM acct type, ph #, &amp; best time to call …",1,0,0,,
1214,@AskCiti How long will this take?,0,0,0,,
1215,@AskCiti Account type?? savings? based in Miami. +52 1 55 23414273,1,0,0,,
1216,"@AskCiti I CANNOT find a way to get to my account online, and desperately need to.  You asked me to phone 605 335 2222 and it is not working",-1,0,0,,
1217,@AskCiti I got the same pre-approval letter 4 times on the same day. Pre-approval for a credit card,0,0,0,,
1218,"@AskCiti no, this is my first time setting up an account. The only thing I've done is activated my card.",0,0,0,,
1219,@PuertoPollito Hi! I can help you with that. Please follow @AskCiti and let me know when you are. I can DM an email address to you. ^AH,0,0,0,,
1220,@AskCiti I'm trying to set up an online account to pay my credit card bill. Is there a way to change my secret question?,0,0,0,,
1221,@AskCiti : Thanks a ton :-),0,0,0,,
1222,@AskCiti ok thanks!,0,0,0,,
1223,@AskCiti NRA is what?,0,0,0,,
1224,@AskCiti So there isn't no way to open an account on line,0,0,0,,
1225,@AskCiti United States,0,0,0,,
1226,@AskCiti that'd be great. How do i do that with a galaxy s 5?,1,0,0,,
1227,"@AskCiti Sorry, I'd like to open an account in Us, as non-resident",0,0,0,,
1228,@AskCiti : Will the Android application be updated to #AndroidLollipop pretty soon? Because I seem to have immense problems while banking.,1,0,0,,
1229,@AskCiti thanks! I'll give that a try and let you know!!,0,0,0,,
1230,"@AskCiti can use my US passport to open a checking account, or do I have to have a state ID?",0,0,0,,
1231,@MileValue How quick does the Priority Pass card arrive after applying for Citi Prestige? CC @PointsToPointB @AskCiti,1,0,0,,
1232,@AskCiti What are the requirement to set up US corporate bank account for Non US citizen? We already have a US company set up.,0,0,0,,
1233,@AskCiti 3rd fraud incident in 2 wks &amp; your reps won't let me talk to cust retention dept... Thanks for nothing after 8 years of loyalty,0,0,0,,
1234,@AskCiti my password works on my computer but not my phone. How can I get the mobile website to catch up?,1,0,0,,
1235,@AskCiti I am again threatened by a Sridhar and an old mother is incapable of understanding the crime palakkad has committed,-2,0,1,,
